Gene_Symbol	Selected_Probe_ID	GSM249671	GSM249672	GSM249673	GSM249674	GSM249675	GSM249676	GSM249677	GSM249678	GSM249679	GSM249680
AC013733.4	1561575_at	2.44144407	1.46361774	1.493713571	1.832091445	1.022488508	1.483447528	2.223413562	2.198781668	1.4406364	1.611265965
AC016831.7	239751_at	1.740710663	2.30964932	2.192241191	1.838816974	2.08675337	2.309932299	2.011054437	1.902099378	2.053550757	3.889963315
AC016999.2	228895_s_at	3.530407991	3.272436502	2.727460938	2.380637307	2.73555045	2.932429733	2.464992687	2.793410642	3.810653452	2.791924794
AC017002.2	1562056_at	2.90470579	3.900267915	2.595357025	3.323065863	2.403263347	2.591606622	2.349704555	3.835475315	2.137280801	3.600022536
AC017104.6	1568691_at	5.007664323	4.885189133	4.64335955	4.795407132	4.491939095	4.905164714	4.595160299	4.506912338	4.688170249	5.060844957
AC018462.2 /// BC071802	234020_x_at	1.725240233	1.697182486	1.634346649	1.611265965	1.708488282	1.653912549	1.526723274	1.476838839	1.750476559	1.73982907
AC018755.16	231056_at	5.624177316	6.235574338	5.252235841	5.366392965	5.611187709	5.830680896	5.474754365	5.540771957	5.403413038	5.312511901
AC018755.17	1569835_at	1.734739934	2.570520817	2.260842757	1.816536658	1.38153486	2.464526871	2.008933741	1.64489742	1.911412328	1.818266517
AC018766.6	235665_at	4.207986213	3.74413908	2.807022212	3.391580864	3.529147959	3.757685583	3.021936046	2.311794421	2.622644253	2.81708309
AC018816.3	243837_x_at	4.156212124	3.660707279	3.035959676	3.1882648	3.24386882	4.562609416	3.134567825	4.151177568	3.213256196	2.286772947
AC024560.2	238804_at	5.227144895	2.783593502	3.62812255	3.340780083	3.300503101	2.203816805	2.08312937	1.870656847	2.023499611	2.556761567
AC025442.3	242184_s_at	6.579723575	5.437417808	4.650918582	4.444591578	4.326261239	4.09913108	4.39622036	4.825286721	5.211480434	6.140615544
AC064852.4	244582_at	3.716573876	4.27692079	3.842082156	3.994667935	4.273268312	3.662484622	3.95914828	4.126215805	3.936548463	3.951847088
AC067956.1	1559288_at	1.327256286	1.871319379	1.94568224	1.424908934	1.784865141	1.985359355	1.673659118	1.443021521	1.907398857	1.443021521
AC068039.4	216110_x_at	1.802711939	2.137152407	1.688066447	1.67875493	1.799581743	2.194477453	1.535801525	1.669456957	1.767562518	1.986462561
AC068138.1	1564701_at	2.259256177	2.74651125	1.971285592	2.342036116	2.575740351	2.021501449	2.741177987	2.797482153	2.123441381	1.983822137
AC068831.3	244127_at	4.77515139	4.894094866	4.095647211	4.214804598	3.882447579	4.260719566	3.74413908	4.082455086	3.962709648	4.136329823
AC069277.2 /// AF279782	1567183_s_at	1.702248243	2.041042662	2.022510305	1.588595062	1.589294858	1.660070768	1.475386406	1.949821626	1.530135098	1.141327939
AC073283.7	237772_at	4.534377017	4.95661895	4.37313843	4.458234773	4.086967571	4.682591085	4.648702099	4.235005276	4.752180863	4.377158181
AC073321.4	1560588_at	3.304195199	3.659912846	2.913767378	3.528159647	2.480509754	2.542756635	2.480509754	2.804977162	2.77166563	2.880169434
AC074212.6	217062_at	3.826700308	4.044390302	3.478256787	3.760818472	3.088081496	3.568539715	3.427427125	3.46836958	4.652684304	4.436456591
AC078842.4 /// AK094915	1561889_at	1.996028612	2.413376083	1.535269176	1.959575076	1.956213989	1.831756639	1.682773797	1.685088422	1.886342825	1.589431463
AC078883.3 /// AC078883.4	229643_at	3.661906341	4.765811351	4.494675688	4.633343077	4.583097567	3.926434981	5.095257648	4.701130349	4.183437634	4.478417871
AC079305.10	236213_at	2.761762597	1.951364765	2.373516902	2.195749478	1.99842828	2.374070732	2.116717678	2.368870621	3.415876955	2.406475815
AC079741.2	237829_at	2.183473369	2.054705101	2.463804339	2.264779954	2.261920165	2.539230745	2.64906577	1.92019372	2.226390652	2.11764611
AC079767.4	239287_at	1.9433099	2.497151828	1.983329582	2.986424033	2.35063616	2.273591447	3.229170928	4.835532399	2.037002866	2.401409884
AC079807.4	1570116_at	1.56424958	2.666394075	1.669885708	1.812916333	1.589294858	2.001693657	1.561164604	1.851159444	1.519529948	1.538765063
AC083843.1	1558821_s_at	5.503094998	5.576765452	6.682767113	4.807762059	5.745030815	5.228275001	5.195160641	4.293942415	5.014639512	5.330989391
AC083949.1	228673_s_at	8.028824721	8.350255166	7.446242426	7.786282848	8.060072556	7.99811307	7.874181311	8.112206197	7.719507688	8.050131741
AC084219.3	216991_at	2.724611606	2.637941613	2.820488261	2.226085573	2.826458553	3.864175084	2.809217022	2.463964161	3.076649008	2.962800046
AC087501.1	243190_at	2.336577883	2.306392985	2.118750504	1.988019412	2.274980717	2.259256177	2.544209057	1.887530105	2.320004908	2.121595038
AC090627.1	1560861_at	1.8114839	2.853337175	1.408021122	2.393321392	3.425697029	3.243968567	1.546351633	2.509103511	1.704270225	2.706699995
AC091133.1	242790_at	5.684448728	4.867352309	5.535726949	5.699043998	7.243669299	4.892992042	6.329480704	6.269251143	6.138941107	6.265148091
AC091633.3	241235_at	1.462869672	1.416265305	1.638255186	2.660756483	1.801389271	1.637413443	1.236554412	1.66986079	1.713681592	1.333141264
AC092155.4 /// BC038779	1556775_at	2.067543911	1.796775555	2.067740696	1.768568736	2.516516026	2.336331486	2.056864332	1.751814848	1.851850443	1.255247868
AC092192.1	1569609_at	2.178049148	2.434421617	3.180401343	4.301272886	2.944446542	2.688064999	1.936567792	2.999617849	2.854458953	3.472995266
AC092620.2	243170_at	2.042637492	1.853853742	1.994468629	1.491133086	2.396728685	2.457283642	2.75050184	1.831566609	4.351503787	1.994468629
AC092660.1	243663_at	1.734811752	2.300931746	2.069559753	1.456698128	2.110029585	1.95225396	2.029502817	1.96634747	1.611265965	1.184967258
AC092667.2	1561086_at	1.657129868	1.939945513	1.470620451	1.508019786	1.429259458	1.60631128	2.44144407	1.294882557	1.575543757	1.538765063
AC099684.1 /// BC040634	243975_at	3.144610135	3.577386371	2.905771095	3.077161374	3.208534442	3.322669981	3.094337965	2.8857731	3.012216633	2.742000901
AC099850.1 /// BC017255	1569114_at	2.186735859	2.270024348	1.958004991	2.572850392	2.441703742	1.73982907	1.483447528	2.260244387	2.746785151	2.460751151
AC100830.4	238024_at	3.244812186	2.036071442	1.927945076	2.614802361	2.396728685	1.629399349	2.91772792	3.126692965	1.748343064	1.425532353
AC104537.2 /// TCEB1P28	217327_at	2.850546762	3.017751202	3.191505067	2.928729517	3.120480156	3.098385963	3.147590281	3.550171945	2.804579218	2.96380365
AC104667.3	1557774_at	2.953070533	4.171500671	3.643220153	3.608687769	3.548097123	2.778851866	3.189848312	3.453021614	4.333883694	3.10770921
AC106801.1	234208_at	1.530332024	1.80775853	1.903928638	1.975178092	1.943715973	1.897544708	2.027054804	1.841683521	2.377447319	1.616584548
AC108056.1	238251_at	1.612295318	1.63681016	1.505692363	1.674849371	1.384424908	1.570548792	1.42053074	1.253594392	1.367790869	1.049003033
AC112198.1	237117_at	2.529363822	2.973370122	2.919436461	3.077723413	3.100710197	2.952987109	2.540462249	3.100710197	2.970022352	2.472169337
AC114730.11	228672_at	2.730267431	2.783246687	2.682758985	1.911817313	2.093091049	1.973985036	2.350873644	2.06413181	2.685689478	2.533290585
AC114752.3	1563397_at	2.36179476	2.401515853	2.005973838	2.280429302	2.236603827	2.481037097	2.151945149	1.853388059	2.36205784	2.102740831
AC124997.1	1560717_at	1.41961412	1.542650661	1.052307542	1.400464181	1.126277069	1.564962095	1.483447528	1.319531031	1.305417643	1.41961412
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	217480_x_at	4.89371591	6.132625551	4.245761588	5.156989343	4.626059708	5.221650412	5.910334098	9.246031455	5.131034735	9.653505349
AC136289.1	244483_at	1.41332912	2.267234846	1.930503448	1.651758593	1.607938337	1.699336442	1.874609591	1.631698682	1.92077843	1.471762095
AC139100.2 /// PARD6G-AS1	230477_at	3.102991511	3.230630114	3.455849479	3.069128755	2.772789307	3.459181184	2.497180246	2.842628029	4.661393456	2.981517174
AC139100.3	1558845_at	3.669944273	4.104814164	3.497655715	3.650241495	3.714283889	4.155881728	3.771849522	2.886316975	3.752146744	3.837876161
AC141928.1	244884_at	4.762259863	4.14209073	4.67582356	3.582654109	3.662412306	3.930311172	3.569641899	3.4093194	6.100379906	4.501837203
AC144652.1	229370_at	3.426528571	4.677660816	3.557464831	4.031504936	3.316889035	3.527113746	4.168774762	3.746532135	4.842338753	4.32767275
AC145343.2	242971_at	4.539879539	4.297860655	4.545692512	3.800541679	4.395185063	4.098000944	5.165796649	4.202425535	4.874753313	4.993314315
ACAA1	214274_s_at	8.116807832	7.007330332	6.835262109	6.413662163	7.043491795	7.112811365	7.267994867	6.735425149	7.323675193	7.257722146
ACAA2	202003_s_at	9.291814142	9.499525754	8.775657779	9.640610229	8.446462701	9.346278529	8.350727171	9.159660349	9.535893295	9.546456323
ACACA	212186_at	6.690908559	6.818399029	6.894415745	6.758953586	6.692070952	7.098682187	6.944803582	6.770168197	5.644168267	5.257464167
ACACB	49452_at	7.991959327	9.755096541	8.845090088	9.61258502	8.764015069	10.24464845	8.903475435	9.93693679	9.334367978	10.60510614
ACAD10	219986_s_at	6.129182874	5.033168768	4.804388884	4.99252562	5.437763601	4.888303499	5.49463	4.838932306	5.960394018	5.295543957
ACAD11 /// NPHP3 /// NPHP3-ACAD11	225573_at	7.123625052	7.887201812	6.930917767	7.362654903	8.249263943	7.770803677	5.744699619	7.232457815	6.289151496	7.326221909
ACAD8	221669_s_at	6.924821844	5.833070454	6.827970814	6.271857495	6.726732279	6.554226125	6.597387579	6.116401167	6.013772555	5.745986658
ACAD9	224160_s_at	6.699859078	5.862971305	6.704783912	6.297075567	6.53824955	5.700877922	6.559135118	5.924057856	6.664071751	6.089939298
ACADL	206068_s_at	2.226853458	1.750476559	2.087765495	2.543723339	1.843399661	2.751630933	1.919141265	1.718410855	2.411824983	2.31787938
ACADM	202502_at	5.604427888	4.991840826	6.923379709	6.138707027	5.949206418	6.110038184	6.210553155	5.43802741	4.914186772	5.017206123
ACADS	202366_at	6.725905031	6.48380561	5.867434177	6.321097782	6.214806226	6.039202527	6.321613948	6.212065818	6.644692653	6.577102246
ACADSB	226030_at	4.357465499	3.89725998	5.806559486	4.835532399	4.680746398	4.638200835	5.113836539	4.476138729	5.241301632	4.4259803
ACADVL	200710_at	8.70720627	8.52661837	5.408949638	5.677049597	6.694917638	6.615596505	6.308659933	5.925994359	7.494051328	7.892809788
ACAN	217161_x_at	4.287531367	5.722474652	4.371247434	4.268477276	4.588810849	5.244249679	4.301662948	4.297289683	4.888416951	4.658690061
ACAP1	242081_at	4.986029368	6.0235193	4.987400102	6.68948922	5.439239078	5.54086127	6.127148185	5.418166756	6.218821796	6.813267331
ACAP2	212477_at	8.643530158	8.926062152	9.229216163	8.911412389	9.780964334	9.104646892	8.88855109	8.653832105	8.741553757	8.512583856
ACAP3	225529_at	3.581374861	3.738774567	3.459344249	2.998883369	2.595772523	3.267436317	3.656243547	3.076786494	3.651121762	3.292742511
ACAT1	205412_at	8.390392644	8.357306462	9.260164722	8.424682623	7.754036748	7.930142192	8.26590768	8.489941296	7.921862753	8.159798515
ACAT2	209608_s_at	6.314585869	4.111612839	6.947710942	5.998283492	5.202778928	5.196360408	7.349738788	5.565962083	5.763618542	4.840434089
ACBD3	202324_s_at	7.843855163	7.609932385	8.172158373	8.350285172	8.005556747	8.173386665	8.173800708	8.204048016	8.106311736	8.136448915
ACBD4	219413_at	5.262486568	5.223114501	4.321258622	4.159882893	4.194509897	4.284106049	4.604914432	4.437567304	5.506917795	5.053930715
ACBD5	225663_at	7.918323603	7.332944162	8.472151426	8.250691372	7.371669091	8.542100671	9.159093434	8.525332964	6.864714046	7.735738937
ACBD6	225317_at	8.575328782	6.89248154	7.123625052	7.819075079	8.098702576	7.409055526	8.343089669	7.975862092	8.345218692	7.904690292
ACCS	228264_at	6.238780495	5.815336342	4.940095621	5.210668607	5.32331139	5.375601076	5.673269772	5.472141483	5.740761407	5.679537044
ACD	204617_s_at	5.534665857	5.192643696	4.176123547	4.142950396	4.249116523	4.51244742	3.900178578	4.866283978	4.971899719	4.743659968
ACE	227463_at	2.927945896	4.249539761	2.879425658	3.265395236	3.306460199	3.320625527	3.446517502	3.111495442	3.686741174	3.411574948
ACE2	219962_at	1.915280265	1.77734591	4.38857524	2.015701294	2.064940354	1.73982907	2.071488771	1.609720238	2.064369918	1.767458555
ACER1	1553929_at	2.280485166	3.410445915	2.651089434	2.687790974	3.027482867	3.271536626	2.870036551	2.501008975	3.109513997	2.846952368
ACER3	227776_at	6.314303556	5.068328216	6.523921957	6.839007902	5.640353026	7.237645403	7.525744172	6.971803354	4.317263214	4.955893204
ACHE	210332_at	4.143322394	4.823823279	4.126727346	4.233264249	4.236686855	4.283529794	3.918813318	3.829052659	4.745851814	4.695012779
ACIN1	201715_s_at	6.849711655	7.041882606	5.294041432	5.533178285	5.82225899	5.619883545	5.608098205	5.008881939	7.672842466	6.529071658
ACKR1	208335_s_at	3.399121313	4.663415336	3.553046259	4.631099432	3.679727274	4.135044878	3.758739178	4.65437607	3.456288713	4.335916158
ACKR1 /// CADM3	226953_at	2.45975214	1.942827443	2.2201459	2.740695328	3.38849415	4.080920382	1.686699615	2.146741078	2.463431431	1.73982907
ACKR2	1559432_at	4.465325834	4.807591733	5.390022076	4.559536987	5.249901274	5.611105858	5.183260553	4.844144881	4.631004931	4.481707254
ACKR3	212977_at	9.757310035	8.976896574	7.898473385	10.02031624	9.425744668	9.903903564	5.447422131	9.333539745	9.013648293	9.378344404
ACKR3 /// AK023507	232746_at	4.231912185	4.038244931	3.680647792	4.98422706	4.073974039	4.663018487	4.089373686	4.177616835	4.282224649	4.253376473
ACKR4	220351_at	2.510769322	1.517307156	6.563630445	6.909379149	4.60667764	4.188549996	3.537928439	5.447332986	2.438862366	4.828543838
ACLY	201128_s_at	8.661327727	8.843130627	8.64171451	9.286692532	9.847138835	9.77674184	9.501111672	9.207385377	7.62296125	8.659282745
ACMSD	230602_at	1.76745541	1.74881294	1.576882207	1.633552859	1.534223595	1.637469326	1.321290604	1.538492904	1.369598961	1.381504272
ACN9	218981_at	5.421291407	2.958127676	6.578902402	4.704137452	5.554940309	3.715622181	5.866863389	4.480272108	5.287906135	3.559632219
ACO1	207071_s_at	6.392257601	6.633342355	6.883386952	6.543788021	5.733219536	6.751473501	5.611476403	6.843747075	5.017373472	6.433056047
ACO2	200793_s_at	6.357182221	5.779769341	5.156844817	4.367845004	4.367163698	4.477144492	5.426402171	4.714254146	6.56370882	6.093654369
ACOT1 /// ACOT2	202982_s_at	3.732821456	4.442871592	3.389003993	4.584112322	3.299597435	4.36867412	4.310963152	3.84867077	4.124314271	4.063999623
ACOT11	214763_at	6.368641722	5.246800913	6.460225558	4.681385679	5.501660966	5.055216347	5.928934367	4.886548259	6.51141824	4.878257207
ACOT12	238160_at	1.17397284	1.787714477	1.261354432	1.979564636	1.301896759	1.470144536	1.411633472	1.442992132	1.089987478	1.506282001
ACOT13	204565_at	9.19843346	8.715189722	9.379580586	9.439107845	9.422430655	9.002310218	9.208848923	9.645353092	8.834869855	8.967403327
ACOT4	229534_at	4.212448507	5.471835006	4.768676869	3.163815352	2.308459646	3.881436937	3.469399572	3.731433029	2.910782847	2.410192904
ACOT6	241949_at	2.153433916	1.53444671	2.041505151	1.45245711	1.650461866	1.84352439	1.714961285	1.582776682	1.961311698	1.714961285
ACOT7	208002_s_at	7.672185674	6.667495116	5.95012245	6.129317224	5.523356968	5.644389537	6.934090984	5.604427888	5.921055052	6.163599278
ACOT8	204212_at	5.055668894	5.289349467	4.102504949	4.114400911	4.021883299	4.482123267	4.258181966	4.058008882	4.714625752	4.191675882
ACOT9	221641_s_at	7.519262789	7.2169146	6.968626827	7.499071356	5.899269152	6.751247752	7.105981161	7.568035733	6.009501442	7.44364782
ACOX1	209600_s_at	7.69811632	7.926787278	8.374013099	8.101737721	9.434880463	8.353140182	9.211551615	8.503144732	7.963938663	8.168931026
ACOX2	205364_at	3.552976561	4.799431599	3.809549043	3.751160858	3.228068954	3.959038343	5.036782969	4.106939928	3.673214781	3.688041486
ACOX3	204241_at	6.746056174	6.239112625	5.554448724	5.864701288	3.720312779	3.404871087	5.067566242	6.243056099	5.494993785	5.389196137
ACOXL	240189_at	3.112986526	3.439542894	2.443025206	2.856801858	2.467194459	3.061796532	2.943343521	2.624130744	3.491224968	3.098285597
ACP1	201629_s_at	9.860872604	9.663386958	9.675984753	8.357297126	8.656875893	8.072418018	8.659111183	8.45348475	9.104173339	8.360732795
ACP2	202767_at	6.683022987	5.424006389	4.277971724	4.756826337	4.993314315	5.14502257	5.302457792	5.699108021	5.147796151	5.425856014
ACP5	204638_at	6.023909383	6.342555153	4.992111948	4.291526821	5.081170509	6.587161504	5.400948512	5.438231067	5.564850819	5.480688333
ACP6	218795_at	7.725177209	6.119308822	7.153900222	5.437874487	7.855734508	6.361692371	7.320482928	6.378711851	9.530304124	7.036481082
ACPP	237030_at	6.049199029	4.653193874	5.658376994	4.215170896	5.674016614	4.427624577	5.820217205	5.142151317	5.9446994	4.704849195
ACPT	241715_x_at	5.21090147	6.041803059	4.244332728	4.535006726	4.835532399	5.053641726	4.980854235	4.848153388	5.290029014	4.694216865
ACR	207427_at	2.174895663	2.558111432	2.382534219	1.918039949	2.286013529	2.223702289	2.597669395	2.154724206	2.380635877	2.689107
ACRBP	223717_s_at	4.766616677	5.524301246	4.297331059	5.016850929	5.158792165	5.87110635	4.847819314	5.120427771	4.323680835	5.695974328
ACRC	238825_at	2.918285941	2.139360734	2.26846915	3.537219515	2.918285941	3.369156	3.32040333	2.542324258	2.538063835	3.468465988
ACRV1	207990_x_at	2.760840021	3.438318264	2.014465758	2.760840021	2.348333862	1.981359952	3.104785671	2.670608419	2.883566322	2.26477172
ACSBG1	206465_at	3.131499966	4.463667637	2.525914884	2.899761797	3.709059355	2.802089529	3.650725795	4.548054553	2.576782216	3.204000868
ACSBG2	221716_s_at	2.393479419	1.800521752	2.232706403	1.745489207	3.519409426	2.383240615	2.400018237	3.297820234	2.979289108	1.97401631
ACSF2	218844_at	5.297594661	6.940242637	6.946637565	6.138168151	6.993554379	6.580469723	5.14839072	5.835871697	7.55725384	5.960566186
ACSF3	235823_at	5.67269388	6.026586214	6.529493424	6.089711362	6.508601602	7.245202817	5.365897099	6.411738368	7.921245553	6.50797632
ACSL1	201963_at	6.129322776	7.227394749	6.771954177	7.923560014	6.649435386	8.207466969	6.279681264	7.812389717	5.561492302	7.323298211
ACSL3	201662_s_at	8.343757765	8.564967358	9.257038968	8.829272199	8.73109419	8.888205839	10.20010414	9.38128545	8.694765572	8.404301709
ACSL4	202422_s_at	7.254102898	7.436032334	7.360384944	8.802061857	8.198545557	8.541893623	7.764456633	8.245569581	6.377370904	6.863216014
ACSL5	218322_s_at	7.94678138	6.855308991	8.377955503	7.255350849	8.430143645	7.099365821	7.552058627	7.907676132	9.677417799	8.058221574
ACSL6	216409_at	3.910513772	4.37400339	3.775784047	3.875642728	4.234448932	3.901968786	3.824865765	3.767825671	4.126429803	4.092178344
ACSM1	215432_at	3.304195199	3.182710851	2.392321102	2.783372504	3.006186256	3.430168817	3.030323229	3.220293168	3.357294967	3.383167627
ACSM2A	244723_at	1.407151837	1.68816364	1.686582866	1.847810366	1.481329458	1.762009273	1.702513323	1.718188471	1.466028235	1.695338482
