Gene.Symbol,GSM775184,GSM775185,GSM775190,GSM775191,GSM775224,GSM775225,GSM775249,GSM775250,GSM775258,GSM775259,GSM775264,GSM775265,GSM775270,GSM775271,GSM775275,GSM775279,GSM775286,GSM775287
HRASLS,6.167542789,6.467599029,6.247904544,6.080675143,6.180359737,6.220089228,5.955614108,6.008628961,6.068010571,6.147690525,6.301386262,6.075002219,6.326412408,6.68068161,6.331994464,6.312845027,6.131798326,6.135337446
HRASLS2,6.540644487,6.373903949,6.702989923,6.864608365,7.087478753,6.565760901,6.494465374,6.496767193,6.291476845,6.352061263,6.415393959,6.611089145,6.391638338,6.234127263,6.334829426,6.146510025,7.442113293,6.713203653
HRASLS3,12.07535981,11.81574112,12.31438668,11.79839241,8.767136005,9.359571902,8.927425392,11.48034642,9.642628475,10.3200367,9.917664915,9.65390483,13.27702363,11.83700657,11.66310085,10.45948695,11.88338331,12.0113003
HRASLS5,6.132990715,6.23425164,6.074583572,6.129532169,6.352920388,6.281542846,6.056295221,6.092574494,5.986502637,6.201682473,6.109325244,6.098830083,6.129201812,6.088771705,6.217581264,6.179547475,6.072859116,6.079172851
HRB,7.884331115,8.407320032,7.125797794,5.771637099,6.612656223,9.516132385,8.537414501,8.294439252,6.224455159,6.514739456,6.021392221,5.914705629,6.290737342,7.590494984,8.612665806,6.052468499,5.882192565,6.159055126
HRBL,7.459471784,6.602955651,7.352081397,7.342652519,7.498390502,7.052656077,7.437534872,6.98241524,7.53345589,7.565389256,7.520137768,6.822625638,7.498390502,6.580353852,7.469536002,7.135961639,7.735257469,6.925493912
HRC,5.904259367,6.899932073,6.120077137,6.17512535,6.118286626,6.235542499,6.235632868,7.027506851,6.325089001,7.452564137,6.087466236,7.530407898,6.359935408,6.899932073,6.219490719,6.162506136,6.140810347,6.530886024
HRES1,6.703947857,6.22783001,6.399547103,6.202600692,6.170701644,7.161362696,6.694714468,6.694015152,6.485998961,6.454987674,6.885432821,6.459835844,6.571735809,6.317814884,6.154483568,6.453002404,6.602955651,6.50411091
HRG,6.042895343,6.293947395,5.911080824,6.092614027,5.932466825,5.970852964,6.036013341,6.04571795,6.094510772,6.050913682,6.190437673,6.188239689,6.175828557,5.90094214,6.301011222,6.169083184,6.103298301,6.145927867
HRH1,9.42731494,10.63313419,9.745901844,10.78017884,8.22880763,8.191974647,8.768538999,8.303001208,8.798887782,10.15139715,9.341433427,9.365774761,9.494678811,9.611987871,10.48762803,9.562119523,7.672068867,8.846980902
HRH2,6.184068993,6.788111441,6.153207264,6.444324008,6.052998133,6.093603063,6.26204052,6.294403317,6.333144614,6.317920859,6.852234854,6.298607732,6.37605296,6.246786194,6.951964225,6.676706052,6.24546733,6.189498631
HRH3,6.048992914,6.13889493,5.994657559,5.99204577,6.021973348,5.992567237,5.96294527,5.951852588,6.011947976,5.979929986,5.888272988,5.966734996,5.853956736,5.849155106,6.161241146,6.022205778,6.016755704,6.050376969
HRH4,6.134657338,6.425600123,6.510696452,6.674261488,6.45460084,6.285060741,6.251624614,6.165331328,6.222222251,6.214435309,6.385536129,6.255524715,6.174966217,6.214634633,6.354719432,6.365142394,6.169928207,6.178018419
HRIHFB2122,6.069571139,5.975105541,5.970091392,6.147412943,6.148080149,6.139277726,6.227429765,6.222222251,6.262135447,6.011751898,6.214673291,6.028900174,6.148613651,5.997485718,5.815630246,6.055196305,6.18718973,6.075758516
HRK,6.146811807,6.21326134,6.390089144,6.06865383,7.373734332,6.895901196,8.062749364,7.22454391,6.306820899,6.1018028,6.115494419,6.12638689,6.200018943,6.14708014,6.116244555,6.047838047,6.094548352,6.037952334
HRNBP3,6.340041637,6.356054167,6.417429769,6.506247749,6.594032676,6.37700728,6.374700271,6.296877673,6.28311892,6.764951186,6.468479053,6.63643626,6.264549192,6.268939234,6.27062761,6.19029247,6.525314863,6.263936747
HRNR,6.331640911,6.23500534,6.334528411,6.268981888,6.225254104,6.288464693,6.06899985,6.198543461,6.138307438,6.374095635,6.245021925,6.397438307,6.140913595,6.142482262,6.550386798,6.23337924,6.223768508,6.398684188
HRSP12,8.048093928,6.969593736,7.886960998,7.255282613,7.168311086,6.620863194,7.942737343,7.134256883,7.739609839,6.011215624,6.377607748,6.718395878,8.588603712,6.804192988,6.375159361,6.314935022,8.928356701,8.252697124
HS1BP3,8.07581819,8.052245242,6.726257675,6.947079329,7.770458416,7.1608476,8.221381214,7.528043026,8.260404445,9.260345634,6.315156629,7.272493556,8.856357672,8.052245242,7.480486486,8.032652992,8.686502278,8.464132384
