Gene.Symbol,GSM775184,GSM775185,GSM775190,GSM775191,GSM775224,GSM775225,GSM775249,GSM775250,GSM775258,GSM775259,GSM775264,GSM775265,GSM775270,GSM775271,GSM775275,GSM775279,GSM775286,GSM775287
ABCC9,6.413808487,6.444157999,6.226445333,6.300429441,5.921244222,6.40305345,6.49020877,6.42342354,6.45381287,6.276124964,6.550998062,6.410183691,6.499093417,6.508501546,6.307249817,6.526888079,6.662555875,6.378540754
ABCD1,6.24795352,6.202600692,6.052086964,6.215267782,6.492383109,6.564316429,6.971083658,6.837196479,6.664181299,7.210848596,5.84265708,6.187341581,6.817757545,7.23332248,6.19631983,6.133721127,6.479198219,6.773813076
ABCD2,5.905711913,6.154751895,5.978384193,6.015062629,6.028739976,6.012982696,5.849155106,5.973813982,5.89323478,6.052361114,6.071572411,5.953144156,5.907651897,5.907651897,6.096432648,6.075677664,5.906386767,5.857146727
ABCD3,8.018140077,6.97228253,7.600781172,6.636144754,7.674887137,7.121872265,7.773480137,7.11823616,7.560649237,6.667577104,7.285496546,6.988796009,7.483131342,6.864608365,6.657574271,6.54348382,7.531361965,7.093132299
ABCD4,6.505724712,6.188850114,6.363370503,6.556179237,7.573971284,7.153761771,7.042749384,6.749772909,6.900884917,6.458431222,7.398544479,7.061869063,6.87061871,6.706668682,6.146417563,6.465403965,7.476407612,6.94641974
ABCE1,8.493041227,7.448523549,8.287727614,8.015822016,7.768333881,6.978376413,7.754119864,8.083260181,8.619621726,7.177042744,8.142189786,8.012877023,8.764678555,7.805676169,6.082577634,7.624401425,8.461808467,8.269006021
ABCF1,11.59007004,11.29000963,10.77202749,11.04392544,10.84421772,10.74712889,11.90260763,11.21559973,11.75783708,11.13484983,11.74558904,11.40874264,12.02176633,11.57161045,10.90262534,11.72981827,11.2713463,11.38971522
ABCF2,7.628301901,8.117977051,7.121608111,6.614703956,7.776009868,8.211563712,7.630679213,7.138500155,7.706523646,7.849986753,7.620062165,7.755922398,7.820904596,7.82007746,7.941625156,7.470191117,7.631385167,7.357089212
ABCF3,7.508724958,7.714049023,7.000456406,7.304113078,6.80478412,6.441783567,7.691332458,7.578414207,7.276852085,6.653211962,6.147604855,7.362536516,6.814112011,6.989539826,7.113323359,6.619608741,7.165908925,6.958140872
ABCG1,10.25373878,9.775614231,10.22407887,10.44457804,10.57531044,9.704106125,10.65219606,10.17953842,11.14806532,10.24294899,10.71202739,9.750558271,10.25373878,10.64095888,10.04859586,9.898720939,9.153512259,10.03519912
ABCG2,5.80102178,5.873523351,5.971413418,5.810612248,5.681124257,5.727321476,5.593379469,5.899377468,5.681124257,5.681124257,5.73977548,5.727321476,5.823098421,5.727321476,5.754531593,5.903891484,6.142704848,6.165630204
ABCG4,6.007145482,6.178166456,6.097594153,6.40305345,6.15978558,5.983804905,6.039908021,6.265614859,6.061288882,6.209995054,6.050221098,5.947950133,6.238021562,6.262553427,6.150700812,6.025887244,6.155341636,6.120077137
ABCG5,6.901396705,6.161022007,6.504640571,6.190829945,5.835866739,6.246868452,6.210535955,6.187307926,6.255524715,6.257820398,6.086753413,6.156375581,6.643309882,6.14558494,6.164097383,5.984996446,6.444862496,6.237010097
ABCG8,6.596887449,6.007862863,6.349179656,6.123597089,6.223438769,6.008382007,6.060562355,6.126971205,6.078610048,6.097802076,6.272637249,6.175564321,6.129623041,6.151002531,6.166892759,6.063544359,6.378744829,6.220434438
ABHD1,6.55821543,6.46817078,6.053380079,6.062530176,6.063722307,6.352165989,6.410688099,6.320513741,6.458612657,6.141512902,6.116846088,5.98024699,7.812394897,6.99722917,5.916453953,6.251624614,6.88458449,6.521166349
ABHD10,9.614048335,9.81413589,9.071775538,9.148595044,9.239728354,8.300144779,8.654214256,9.136486465,8.974370706,8.201567213,9.161113739,8.525675837,9.149137655,8.104024706,9.454830618,8.717805266,9.908709498,9.073887697
ABHD11,6.173589398,6.036698493,6.015545293,5.988886196,6.046698623,6.15051581,6.410256124,6.188071509,6.314544636,6.081036619,6.075927051,6.240875841,6.312452079,5.996608388,6.016696433,6.010729719,6.629233621,6.298304379
ABHD12,8.336231607,8.389108153,8.4399335,7.570100846,9.050569989,8.432047416,8.02047831,7.663288396,7.516138099,7.810876207,9.026393968,8.724210275,9.366389101,8.103657091,8.451033031,9.093492305,8.709617701,8.105572801
ABHD13,6.395217757,6.588227559,6.494764401,6.696075909,6.928981385,6.691368056,6.492278789,6.336829652,6.471755028,6.525206005,7.257961035,6.428654461,6.50940417,6.346807827,6.802127286,6.635128952,6.537959014,6.384247749
ABHD14A,7.885037402,7.837358605,8.270776067,8.381255249,9.948005636,9.129607072,8.42990255,7.981932547,8.510224564,9.190761512,8.974946539,8.02126484,8.760897883,9.66400543,8.18519508,8.660524724,8.338953829,8.217347058
ABHD14B,7.628965291,7.303516839,6.627674536,6.632526627,8.044246563,7.609551833,8.682014201,7.749496725,8.732062591,8.252697124,6.592594423,8.127357796,8.019642987,7.736665077,7.089052113,7.550558261,8.692607133,7.936236873
ABHD2,7.522638022,7.172322491,7.418182357,7.431074658,7.348302364,7.404231299,7.255013458,6.721990513,7.000456406,6.901396705,7.49672997,6.752681699,7.707236947,7.602825779,7.213787606,7.721047223,7.468583317,7.83143963
ABHD3,6.368393137,6.643870617,7.334611178,6.061800818,7.397578807,6.867565397,8.342844048,7.185453297,7.438875003,6.089444125,6.043386723,6.406977071,7.286635381,6.524976201,6.229041233,6.171084302,6.689875005,6.688604207
ABHD4,6.818418567,6.981402882,7.410403014,7.482778115,7.184270375,7.103991672,7.467925842,7.79271157,7.00844543,7.333979129,6.416811881,7.144613381,7.157122555,7.777119178,8.49120494,7.179880236,7.403948512,7.30622122
ABHD5,8.521831252,6.518928018,8.38732678,8.376761815,8.428479939,8.003382983,7.692809359,7.26993081,8.353865347,6.473116052,8.498281189,7.27107639,7.705135393,7.72283758,6.296263199,7.676291389,7.492537413,7.648641599
ABHD6,7.86993308,8.248371169,8.61407374,8.023992704,8.165092907,7.392273626,7.841643596,7.660102887,8.261230849,7.52457619,6.746933465,7.468903392,8.170501463,7.417873607,8.359123159,7.187136271,8.512912273,8.151989681
ABHD7,9.803282745,8.409059503,6.955455792,7.156250981,7.275093674,7.42869432,6.394479501,6.64653855,7.082488647,7.106477096,7.717351523,7.187455013,8.936948232,7.011434139,6.216320212,7.891022975,6.522243483,7.016052764
ABHD8,7.325215495,8.327537824,8.168839566,8.968034864,8.463616735,9.03462814,7.745655502,8.335779339,8.097938884,9.821657286,7.978739627,8.182992662,7.670722098,9.470278986,9.599358339,9.658884107,7.897735964,7.885407805
ABHD9,6.093342344,7.209670728,6.065622285,8.525675837,7.152334537,6.258931172,6.34406861,6.3153032,6.284120611,6.306402973,6.758700258,8.159762878,8.70512364,6.749390796,8.023992704,9.043246885,6.318290627,6.879518312
ABI1,9.2932385,8.941326432,9.936963392,8.351148169,8.587267468,8.465523552,8.851306797,8.948000378,8.717805266,7.3619771,9.552831992,8.608179035,8.70778187,8.010580694,8.348315201,8.061104367,8.986717817,9.027561035
ABI2,8.535871386,8.67631149,8.892948323,9.248016493,6.795104556,7.279229836,8.065888922,8.279619866,8.4399335,8.696073474,8.239650556,8.417718363,8.703463086,8.430802102,8.938855041,8.953844902,8.317950245,8.545178021
ABI3,7.22276786,7.478123244,6.253639703,8.519081082,6.250857005,7.72283758,6.855906252,7.34167626,7.134915008,8.598733664,7.137016737,7.857650754,6.575349547,7.94196782,7.11823616,7.597254795,6.680353897,7.109193378
ABI3BP,6.792540444,8.560325191,6.059613126,7.522946327,6.08831166,8.172111931,7.305303905,8.733967085,7.317143949,10.74288707,6.662555875,7.351452539,7.048107555,7.580468125,6.530782579,7.096250255,6.11996243,7.183073576
ABL1,10.88886956,11.40691448,10.95431265,11.24306625,10.87603878,11.11898972,11.30726628,11.77699429,11.69954686,11.70526044,11.47523489,11.32065278,11.58085541,12.32717789,11.47702358,11.53510427,10.77202749,11.34529158
ABL2,6.090391296,6.468672587,6.13965776,6.120677282,6.004321831,6.012344743,6.299198858,6.313549345,6.296555603,6.087799502,6.473305717,6.286737573,6.700468849,7.061619609,6.46318528,6.681706465,6.127044898,6.226821581
ABLIM1,12.73671458,12.17771851,13.27702363,12.33617346,11.75554274,12.24437959,12.90434918,12.82545453,12.50555653,11.98551039,12.43738953,12.99564351,11.6134962,11.08324861,10.96011491,11.67493947,11.32339597,11.61702568
ABLIM2,10.37743831,9.362388353,9.355836906,9.478543947,10.15725345,9.241029536,9.327902666,8.910465849,10.60744036,9.716198532,10.01204902,8.820947663,8.803871829,9.008501735,8.008064961,9.41168999,9.95715792,9.426145853
ABLIM3,7.309047916,7.014085209,6.915799326,6.69737907,6.361971312,6.525779023,6.340956001,7.201325099,6.37586744,6.708714215,6.404148684,7.439183447,6.381900228,6.896127717,6.389122612,7.373734332,6.400174819,7.08084417
ABO,6.199812289,6.248118278,6.060377963,6.232624689,6.139885896,6.756204028,6.322659176,6.057891245,6.092439819,6.191740884,6.457979668,6.139433067,6.170822399,6.185941056,6.342120727,6.263054881,6.166055799,6.037727479
ABP1,10.51905926,8.962977245,11.11627052,9.351883584,14.04328195,13.60151314,12.55496458,11.45923026,11.39612469,10.57133551,11.53686933,10.46923276,11.18838609,7.659367318,9.762761226,11.13046567,10.79483497,10.25776261
ABR,7.992075576,8.461341106,7.76630495,8.088286852,8.037533227,8.069241371,10.0424966,8.381743227,9.85118575,8.166806313,8.204261543,8.516040763,8.595644262,9.346705193,8.095985586,8.301155029,8.942892137,8.866793641
ABRA,6.121251063,6.379698757,6.15978558,6.277869104,6.174660682,6.123055496,6.18847392,6.168227434,6.147569446,5.955614108,6.261259438,6.082535057,6.226979718,6.224540437,6.225373464,6.064893627,6.133872959,6.085575921
ABT1,6.589575948,6.129939294,6.169702769,6.210575502,6.037070717,6.318350468,6.507124821,6.434247906,6.62909181,6.08708175,6.34437137,6.470385397,6.474373902,6.299727661,5.969815194,6.101885352,6.377844569,6.288140739
ABTB1,8.040227792,7.662508878,7.335755672,7.720697093,8.617257704,8.563136389,8.430391079,7.77200175,8.854459198,9.158439029,7.714762734,7.776009868,7.844016495,8.494981552,7.930231123,8.928356701,7.782883575,7.580117589
ABTB2,7.36350665,6.553071075,7.966259719,7.514100162,7.220099678,6.180056138,7.93353251,7.710483427,6.749190983,7.040993223,6.113117453,7.877224614,7.173351338,6.967731186,7.268984507,6.575755843,8.298162029,8.32934429
ACAA1,7.46238039,8.30659172,7.235660054,8.088666353,7.053970397,7.77200175,9.15723197,8.123619125,8.166806313,7.643093524,6.258395303,8.199037714,8.207790872,8.137040824,7.548687071,6.996025993,8.912937824,8.298967091
ACAA2,10.35994718,9.665238372,9.951792338,9.614048335,10.21924477,9.080684842,10.3456503,10.11344396,10.07268331,8.763849071,9.831443589,9.653305666,11.1636742,8.920288238,9.81413589,9.113961939,9.13985802,8.930675844
ACACA,9.611987871,9.422972579,8.992329133,9.426755565,9.941755131,9.089925254,8.790838816,8.60670131,9.376195948,8.436388825,9.584793237,9.218408727,9.829983348,8.594266746,9.372337063,9.426755565,9.88943658,9.353598976
ACACB,10.24561807,11.25266011,10.23318944,9.458354318,10.29676711,10.8934828,10.15553801,10.9705244,10.81789901,10.47008534,9.7156168,11.44081935,8.201567213,10.51629099,10.76854578,10.78498893,9.668495014,10.0926924
ACAD10,7.382028238,7.157717794,6.993472841,7.611380446,8.272836436,7.097702437,8.373546426,7.335200961,8.135465097,7.483767418,6.328380525,7.220398644,8.298967091,7.165626587,6.708558348,7.228444503,7.59630308,7.108465911
ACAD11,8.923203863,10.25192616,9.307969434,9.668495014,8.631715828,8.96097412,8.653282554,10.22753051,9.542624675,9.547081921,9.432637103,10.64299573,9.011078784,9.555875193,10.33955832,9.559627365,9.201247163,9.665238372
ACAD8,6.470794373,6.338650821,6.346652367,6.197856547,6.210324958,6.066307947,6.53338082,6.28759973,6.694370425,6.096599418,6.522700159,6.229371618,6.864141563,6.238782848,6.210883459,6.338827464,6.132294897,6.182877389
ACAD9,11.50686392,11.05937015,11.2317162,10.07622504,10.63613156,11.10080292,10.51708176,10.87972567,10.80899956,10.9803731,11.07280588,10.93917955,10.39297636,10.42013498,11.25986564,10.89908422,10.89109864,11.07613416
ACADL,5.976945317,5.957666005,6.027947784,6.037620967,6.065974201,5.976705479,6.008753766,6.00381179,5.96437414,5.940175209,5.833365013,6.146768234,5.96294527,5.968807312,6.032651008,5.980075355,5.959433781,6.075048443
ACADM,8.703036658,9.153988701,8.263792655,8.201567213,8.219441542,8.875988578,9.443554853,9.045357234,8.906753834,7.958287641,7.758586342,7.584499562,9.175209202,7.987734694,7.951744555,7.455830226,8.265576605,8.00535844
ACADS,6.348291916,6.738503048,6.038635908,6.040970217,6.461787189,6.308588226,7.870745072,6.571486905,7.02820556,6.203377762,6.308156247,6.093603063,6.435003947,6.460992655,6.412513958,6.348125637,6.666023698,6.366113927
ACADSB,6.247031815,6.077870196,6.426997994,6.155131115,6.407494158,6.69454176,6.810173152,6.724906704,6.921638648,6.110905029,6.342889994,6.196903248,6.747684126,6.513432632,6.094548352,6.311711265,6.219047097,6.119125601
ACADVL,11.61131626,12.08643913,11.09305701,11.98064086,13.98603578,13.58010072,13.61185475,13.4143602,14.09813245,12.82545453,12.08895449,13.07556355,12.2767444,13.2380597,12.34288415,13.02530552,11.21438105,12.03922855
ACAN,6.210854244,6.235677093,6.276630284,6.192162596,6.211634864,6.058746382,6.155387178,6.143790122,6.122319663,6.243626052,6.159325027,6.14877043,6.061209591,6.199690599,6.111712424,6.156784099,6.044917111,6.028457763
ACAT1,10.92116554,10.81889449,10.89440551,10.37478411,10.28755425,9.486320788,11.30876791,11.31281604,10.85024311,9.936270741,9.757718183,9.811360885,11.2713463,9.989835827,8.905770269,9.58547712,10.47008534,10.27071698
ACAT2,8.022795564,7.415503482,7.768333881,7.555727211,8.075394644,7.565083033,8.403139879,7.444468298,8.015379925,6.04388537,6.383316873,7.236528972,8.397245076,7.266639453,6.497710554,6.276448836,8.738545607,8.094053399
ACBD3,12.46570796,11.91148974,12.5591316,12.82076374,11.09425191,11.05937015,11.21818117,11.67293532,11.38500224,10.62582663,11.97574445,12.24437959,11.20118295,10.55837766,11.46591734,11.55339122,11.17445698,11.50503493
ACBD4,6.350633201,6.290977068,6.184624857,6.120036275,6.302101497,6.415151051,6.924055929,6.545877889,6.830724347,6.614832026,6.273821703,6.406701454,6.483502541,6.679869926,6.299244841,6.24546733,6.694714468,6.516397366
ACBD5,7.161109707,5.987671264,6.391308386,6.075721726,6.442936863,6.193217224,6.211601771,6.003279753,6.473407684,6.067201359,6.246786194,6.070619454,6.386451262,6.317201485,6.219047097,6.067757445,6.199083173,6.104585545
ACBD6,8.306970324,8.384027783,7.90772231,8.381743227,9.493508841,7.886174549,8.516970506,8.003382983,8.842313568,8.286846965,9.38197829,8.079118864,8.810528578,8.669546983,8.407770814,9.595703557,8.931216186,8.989149512
ACCN1,6.51821739,6.352804597,6.434008319,6.243928178,7.133669349,6.490925626,7.150046803,6.325916498,7.340080638,6.419873403,6.670423983,6.459749141,6.664181299,6.911345246,6.450889231,6.602799952,6.223114747,6.313644207
ACCN2,6.867098314,6.398902358,6.554429533,6.919825111,6.912835459,7.691332458,6.326596668,6.666545,6.57200135,7.324632415,7.697442321,7.078356854,7.466827752,7.283607908,6.636144754,7.329879736,6.916896971,6.757707351
ACCN3,6.285108101,6.943393929,6.319092217,6.49783316,6.23425164,6.24532528,6.18024694,6.236331119,6.317586631,6.101760366,6.554925544,6.244732775,6.341015621,6.224968872,7.421312518,6.527468874,6.105664041,6.256510266
ACCN4,7.769777689,7.833190544,8.121509688,7.653229163,8.85175716,8.784217025,7.897379605,8.668220908,7.965087006,8.077877991,9.107314386,7.520137768,7.649316543,9.7013458,7.928720294,8.957378943,8.364770264,7.561017522
ACCN5,6.092656096,7.772691984,6.104054174,6.348291916,6.169045491,6.153694496,5.959433781,6.050867984,6.082807739,6.22946122,6.529636382,6.01827074,6.012656493,6.134611754,8.367859395,6.534525136,6.096632095,6.05204152
ACD,9.016122427,8.568273851,8.966959891,8.725685269,9.774153353,9.291505485,8.768989825,8.845498519,9.404152729,9.054687065,10.22658439,8.550892971,10.0329232,9.510347615,9.191219149,10.14975982,9.380308454,8.962516634
ACE,6.193105624,6.072945056,6.426017127,6.56094158,6.437274021,6.122856978,6.073538992,6.091196072,6.09717864,6.300384228,6.256965722,6.386595595,6.219684119,6.111868258,6.329000854,6.163008358,6.289554897,6.25951392
ACE2,10.96345895,9.722693135,9.825839995,8.937441208,9.21320072,9.312764541,8.151146464,8.039898373,10.40195465,7.07647786,10.61787423,9.836557103,11.61702568,6.461356496,7.34625664,7.884655916,8.141853734,8.094823523
ACF,8.80748405,6.563033629,8.890287384,8.39186694,9.770629043,9.552831992,9.930304908,8.324906438,9.459551497,6.802938934,9.053080103,7.516138099,8.808439756,6.161241146,7.321481692,7.476696797,8.534510273,7.942737343
ACHE,6.268338757,5.923349594,6.258667408,6.371547014,7.100620293,7.44243017,6.306402973,6.429953669,6.199126569,6.904755029,8.006817507,6.305677649,6.993472841,6.906496205,6.179158893,6.454157135,6.108060629,6.203728168
ACIN1,9.195070963,9.57894607,9.486978982,9.342009312,10.44731573,9.846475608,9.449453045,9.339613987,9.055206231,9.327423526,10.0432406,10.5491965,9.28746029,8.819403465,10.323602,9.924459356,8.973325991,9.403507399
ACLY,10.1264141,8.774661559,9.514210453,9.205959131,8.050911397,8.437224409,8.512007968,8.947444371,8.510680709,8.59143408,8.105949354,9.611987871,8.475377171,8.139738584,8.632161682,8.175834943,9.521158338,9.238080813
ACMSD,6.07708402,6.062078959,6.082129024,6.131380201,6.066848882,6.07246793,6.033399874,5.999660476,6.034497684,6.164854245,6.038004151,6.093836908,6.096750358,5.9219247,5.998708887,6.077870196,5.975915817,5.961870084
ACN9,7.24243483,6.219328273,6.823293352,5.971213823,6.88458449,6.203345066,6.531230633,6.503595524,6.625639008,6.079637312,6.153510486,6.259705607,7.298686722,6.21143201,6.182606099,6.16281486,7.129570497,6.81858729
ACO1,11.09552296,10.44000952,11.87016202,12.32717789,11.98818761,11.51168447,11.95921483,10.82197642,12.30256867,12.01382582,12.14748161,11.4985396,11.74747971,11.60734234,10.73548071,11.54359399,11.76621168,11.39303269
ACO2,8.48250507,8.227927792,7.690925469,8.090807922,8.046908446,9.082808218,9.652026258,9.039701288,8.524348951,7.922504127,6.687448473,7.61621285,8.32934429,8.590472154,8.685661279,7.602506617,8.050479386,7.873415812
ACOT11,9.898720939,8.979214814,10.11344396,9.43016733,10.74187816,10.3464539,11.25399045,10.60237411,11.38029546,7.489198501,9.540700159,9.272573102,10.58102165,7.606637654,8.076261923,10.19227802,10.19836646,10.1264141
ACOT12,6.340104678,6.34584023,6.295132493,6.413191416,6.258486513,6.376105068,6.248118278,6.301116792,6.21399285,6.28082458,6.479497517,6.446244814,6.212532182,6.254797153,6.379975597,6.376533672,6.311964782,6.246297487
ACOT2,5.861188419,6.013713705,5.958358062,5.92092327,6.00381179,5.986999953,6.036180208,5.843139429,5.878934718,5.879925535,5.96437414,5.906709045,6.19613429,5.951206603,5.895798463,5.993737982,6.175168274,5.826757186
ACOT4,7.69632634,7.597254795,7.596609456,7.604261139,6.534755446,6.487764964,7.10174041,6.472542034,7.057993888,6.496567007,8.518633094,7.270783074,6.871235006,6.843490219,6.277479344,6.579972827,7.621855541,7.196060107
ACOT7,10.92575692,10.73647635,10.92914299,11.24067865,11.17303809,10.2604609,10.29195574,9.667873148,9.698691993,11.51670169,11.13046567,10.19317173,10.77692152,10.90018303,9.912086801,10.93266285,9.655137305,10.36171463
ACOT8,6.085330745,6.290080794,6.024363566,6.034299585,6.066263165,6.071313688,6.352995401,6.048712456,6.214191459,6.1994572,6.095136417,6.260247389,6.174544441,6.215426414,6.199167804,6.120988247,7.062701342,6.19071737
ACOT9,8.095612224,8.888259226,8.259960711,7.645939379,6.648980189,7.126324522,8.056451304,7.960845286,7.622625854,7.329198959,8.178725595,7.815868062,7.760025957,7.55153755,7.727200969,7.524894265,7.659012599,8.688396495
ACOX1,7.914810253,7.376148837,8.034293862,7.463876626,8.997526985,7.731272864,8.242888749,7.724603891,8.282640423,6.895901196,6.352804597,6.857815573,8.469267767,7.01170472,6.134325687,6.590349762,8.689359621,8.26517385
ACOX2,7.856951464,8.228339636,8.968034864,9.333759814,8.673423921,8.718356831,8.978247979,8.479281903,9.727984081,9.253597443,9.993542754,8.52621165,10.65940282,8.970744678,8.188715926,8.893386785,9.494064735,8.602460963
ACOX3,9.105687243,8.533094131,8.227927792,8.566384031,9.122615262,8.520019086,8.935249634,8.201567213,9.398040768,7.934665693,7.981197928,7.309694617,9.38139716,9.075984472,8.179119869,8.948515582,9.707450592,8.764678555
ACOXL,6.865411605,6.242457505,7.160516874,6.671228257,7.021548574,7.030296346,6.494664252,6.479089545,6.510696452,6.470598522,6.979077592,6.446940851,6.462092575,6.40191149,6.212219128,6.754186022,6.428744561,6.4795984
ACP1,8.837282276,8.186025075,8.727140031,8.645593591,8.237636849,7.7812338,9.63991532,8.817311151,9.305718182,7.332723148,7.81012944,8.687921162,9.04652953,8.304310248,8.156078019,7.857306751,10.0432406,9.454830618
ACP2,9.220659342,9.965014257,9.281656063,9.789644818,9.64652973,9.58928804,9.635812604,8.957378943,9.301294752,9.249821231,8.027516803,9.450044531,8.692607133,10.13956542,9.973022851,9.308514691,8.467195506,9.134374208
ACP5,6.629818354,8.026776272,6.882984121,6.916896971,6.657045428,6.297061157,6.545511742,6.559411202,6.880979323,8.036381895,6.152154816,6.913530923,6.583650254,8.816446111,7.775621473,7.098530095,7.223743027,7.815868062
ACP6,9.224450336,8.71058192,9.409862705,9.159555524,9.984384278,9.281047685,9.633294607,8.65146829,9.835771575,9.186244014,10.21772268,8.868709604,9.696677394,9.057945707,6.778777603,8.946401901,9.857544545,9.394499137
ACPL2,6.913530923,6.347871311,6.951326684,7.19547753,6.160416028,7.843196225,6.493101769,6.418142206,6.785555783,6.071226149,6.499394197,6.737232468,7.018332617,6.129163887,7.989320128,6.638006046,7.284488223,7.042490036
ACPP,7.663288396,6.418928651,8.015379925,6.17477871,6.905433941,6.350453223,7.026229064,7.24014257,6.874897764,6.091237759,7.873415812,6.993979985,7.184850554,6.114270398,6.108540765,6.409883235,6.496983325,6.18877872
ACPT,6.152658424,6.71807114,5.9987777,5.964460091,6.02900954,6.026479622,6.157243846,6.087933338,6.191455661,6.238552823,6.475707657,6.056145625,6.273080367,6.037564524,6.412196031,6.376610244,6.132451815,6.22017728
ACR,6.23969399,6.390089144,6.483724377,6.130900196,6.184243592,6.258442793,6.193138356,6.158467305,6.147488245,6.21546505,6.738707048,6.163283359,6.210652838,6.144828705,6.374095635,6.341623249,6.293900692,6.112563988
ACRBP,5.963600817,6.637096066,5.937815404,5.918441098,6.019938045,6.10118109,6.244680456,6.181534142,6.068104541,6.106994808,6.252638565,5.960079801,6.36428509,6.291423615,6.253251473,6.113317733,5.948286158,6.102075015
ACRC,6.755499182,7.087008745,6.348178232,6.400101195,6.300241442,6.277209276,6.219650823,6.40169787,6.779355599,6.173441489,6.864384269,6.81858729,6.469520536,6.559173474,7.535706176,6.649739031,6.520826084,6.518815688
ACRV1,6.11304638,6.151196604,6.14323238,7.910754245,6.142223694,5.98230411,6.106555403,6.140614258,6.398606042,6.127122923,6.28832829,6.137549222,7.69632634,6.70716722,6.21225999,6.072679934,6.081513903,6.14669493
ACSBG1,6.223680289,6.025007748,5.995334136,5.945075302,6.235427041,6.126579141,6.183812017,5.977937917,6.27269211,7.159958098,6.274467799,6.13283694,6.121022241,6.554925544,6.2120039,6.205913449,6.215385835,6.009766374
ACSBG2,6.370525955,6.644003337,6.083402949,5.958066844,5.985833969,5.978384193,6.064212467,6.120272305,6.103770375,6.022153612,6.717336442,6.158246533,6.277117196,6.172051009,6.511894466,6.253472359,6.054560691,6.025941489
ACSL1,9.003906045,8.872205447,9.914834764,9.346098151,8.772881642,9.218998824,7.329532661,7.445409722,7.77200175,8.017375785,8.249255226,8.703876588,9.547081921,9.620144297,8.291015483,8.779050866,7.820447687,7.710858769
ACSL3,7.186855087,7.423878981,7.931657649,7.940451032,8.413214946,6.526465749,7.694943553,6.975295426,7.762241168,7.412364912,9.248016493,7.079167943,7.981197928,6.81389532,6.751667235,7.764865621,7.880929137,7.644902486
ACSL4,7.909320691,6.9650004,7.530407898,8.095985586,6.36573295,6.837417269,6.561428331,7.181886714,6.936339948,7.22905912,7.540503149,7.965087006,7.438470017,8.082188435,6.872365841,6.958600273,7.404589814,7.222440403
ACSL5,13.52346884,12.256536,12.66477059,12.10473502,12.06914696,12.32024152,12.94208852,11.85856814,14.07079349,11.32469418,12.49041043,12.25352931,13.2629236,9.765210667,11.19738688,11.92857611,13.53260066,13.15340842
ACSL6,6.207113719,5.948822047,7.492174461,6.209948281,6.389355313,6.130547912,6.05367049,6.059035283,6.207156483,5.96265382,6.297716371,6.238919623,7.312086985,6.146480495,6.067801106,6.070964574,6.062995925,6.060839438
ACSM1,6.507232831,6.056869828,6.352229033,6.267797759,6.659503616,6.755675426,6.72155859,6.44152116,6.62952405,6.641630704,6.354218345,6.287899987,6.337671671,6.355925417,6.275119009,6.315357911,6.236622149,6.413259635
ACSM2,6.240212803,6.339524736,6.292230328,6.550998062,7.187748945,6.192830137,6.239896727,6.21741143,6.212809184,6.220050522,6.271817448,6.230104232,6.214191459,6.22254512,6.230139402,6.2798776,6.374227644,6.150171128
ACSM3,7.974143808,6.148118597,8.18959282,7.496387247,10.64299573,8.40178873,9.708089786,8.466750683,9.912822887,6.746727938,8.428479939,7.371525757,8.799426046,6.879518312,6.132720982,6.378465151,8.389655859,6.783928046
ACSS1,10.46369091,10.72212187,9.643335824,9.218998824,9.175209202,9.305163657,10.80778799,11.10734264,10.85337662,9.584077639,7.890290425,9.202854539,10.80340626,9.922256433,8.728688553,8.922247809,11.65445389,11.00548982
ACSS2,12.72184769,11.67293532,12.62014169,11.95696415,13.87195528,13.3598072,13.42284269,12.33302673,13.88647013,11.96127061,13.14690799,12.63841351,13.87195528,11.37479661,11.24569174,12.63841351,13.4676463,12.92630452
ACTA2,11.42681405,14.51753284,10.58410471,14.18048652,11.71280081,14.2672878,12.60815755,14.44625558,11.68592614,14.30066215,12.60304373,14.40837817,12.1646166,14.23069673,14.51753284,14.49284273,10.64415822,14.12481841
ACTB,14.60643934,14.7258913,14.7258913,14.68335817,14.64656377,14.68335817,14.07079349,14.31976243,13.79036173,14.60643934,14.33600507,14.78750419,13.96244329,14.28320558,14.7258913,14.54612155,14.30066215,14.28320558
ACTBL1,6.486087482,6.350913376,7.045189568,6.486178089,6.943882657,6.30537359,6.13873687,6.21245767,6.309678249,6.502959066,6.320513741,6.448394532,6.233093309,6.16087966,6.792359536,6.595007828,6.390163624,6.380666599
ACTC1,6.14497346,9.580894306,6.039097807,6.085193693,6.242851888,6.273182219,6.216016131,9.507085405,6.077128895,6.541009548,6.152882486,10.14043486,6.152275106,7.8775547,6.201389798,8.712172387,6.16424062,7.538798868
ACTG1,6.174157505,6.335037633,6.332848616,6.377723475,6.573753814,6.380937195,6.72471302,6.326652211,6.380598033,6.10098017,6.284528569,6.124761954,6.820052561,6.629996364,6.442147638,6.948957039,6.566833416,6.288996338
ACTG2,9.338583081,14.64656377,7.712681063,12.1176246,11.06463365,14.46710304,11.31465688,14.78750419,9.258680032,14.51753284,10.80467556,14.33600507,11.10351928,14.64656377,14.44625558,14.04328195,8.151585891,13.98603578
ACTL6A,11.12413812,10.13033245,10.74288707,10.02467705,9.934891811,9.201247163,9.438351285,9.12045096,10.15305289,9.399195025,10.9994307,10.30028735,10.83723607,8.534510273,9.118813145,9.509008728,10.97518091,10.70713132
